"whosampled_id","mood_party","danceability_danceable","mood_relaxed","mood_sad","timbre_bright","tonal_atonal_atonal","cascade_size","temporal_influence"
"Justice/D.A.N.C.E.","0.0350524745882","0.999993503094","0.808299601078","0.22315980494","0.932660758495","0.338757514954","1","0.34125000000000005"
"Duke-Williams-and-the-Extremes/Chinese-Chicken","0.45429623127","0.810605287552","0.0111546330154","0.13116133213","0.930800199509","0.947091758251","2","0.15000000000000002"
"Keith-Murray/The-Most-Beautifullest-Thing-in-This-World","0.5","0.994874179363","0.809745013714","0.197114676237","0.950573205948","0.696717202663","0","0.17575757575757578"
"DJ-Purpberry/Circo-Loco-(Chopped-%26-Screwed)","","","","","","","0","0.15000000000000002"
"Jaylib/The-Red","0.599230051041","0.766150951385","0.776234269142","0.239973559976","0.598928153515","0.1585970819","0","0.16159090909090912"
"Funkadelic/You-Scared-the-Lovin%27-Outta-Me","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.284687548876","0.0207745395601","0.00579794077203","1","0.15000000000000002"
"Redveil/Clench","","","","","","","0","0.16416666666666668"
"Drake/8-Out-of-10","0.405505120754","0.972465097904","0.763557314873","0.373061954975","0.453449577093","0.62312656641","0","0.3074759830847538"
"2LANE/Piece-of-Your-Heart-(2LANE-Remix)","","","","","","","",""
"Konkrete/D-Boy-Stance","","","","","","","0","0.2253537878787879"
"Curren$y/Stolen","","","","","","","0","0.16416666666666668"
"Disco-Godfather/Anti-Angel-Dust-Rally","","","","","","","",""
"El-Chicano/Viva-Tirado","0.685891866684","0.566305398941","0.115353420377","0.374781608582","0.884823679924","0.0616798400879","1","0.15000000000000002"
"FISHER/Losing-It","1.57784179464E-5","3.00000096379E-14","0.808817088604","0.0548230297863","6.43282139208E-4","0.00423249369487","",""
"Pluffaduff/Baby-I%27m-Back-IV%3A-The-Fourth-Awakens","","","","","","","",""
"Redfield/Don%27t-Stop","","","","","","","",""
"Hitman/Real-Niggas","","","","","","","0","0.29166666666666674"
"Kendrick-Lamar/You-Ain%27t-Gotta-Lie-(Momma-Said)","0.316066533327","0.638753533363","0.885957300663","0.721715927124","0.966182470322","0.0604959130287","0","0.16159090909090912"
"The-Flexican/Bumaye","","","","","","","0","0.19250000000000003"
"Genesis/Silent-Sorrow-in-Empty-Boats","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.595085263252","0.0572031885386","1.33328039738E-5","0","0.17550000000000002"
"Invaderz/True-Grit","","","","","","","0","0.17999198322510826"
"Central-Cee/GBP","","","","","","","0","0.5042020833333334"
"Metro-Boomin/Creepin%27","","","","","","","1","0.1591071428571429"
"Avicii/Wake-Me-Up","0.201493889093","0.996554374695","0.78770005703","0.323336541653","0.82428342104","0.480386525393","6","0.15000000000000002"
"Natural-Dread-Killaz/Blades","","","","","","","0","0.19250000000000003"
"Jason-Born/Memories-(Club-Exclusive-Remix)","","","","","","","",""
"Olivia-Rodrigo/Deja-Vu","0.194392949343","0.899441480637","0.968363761902","0.336545795202","0.928688704967","0.892327666283","0","0.2775"
"Seeders/Crazy-for-You","0.0129223167896","0.544057190418","0.873293459415","0.416775226593","0.285134315491","0.0230001788586","0","0.16416666666666668"
"SAINt-JHN/Roses","0.0992365330458","0.885310709476","0.860460519791","0.515707731247","0.078803434968","0.0150690684095","1","0.15000000000000002"
"8.02/Memories","","","","","","","",""
"DJ-RaMeMes/TAYLOR-SWIFT-NO-BAILE-DO-RAMEMES","","","","","","","",""
"Nach/El-Nivel","","","","","","","0","0.5573774696754058"
"DJs-From-Mars/David-Guetta-Megamashup","","","","","","","",""
"David-Guetta/When-We-Were-Young-(The-Logical-Song)","","","","","","","",""
"Gaston-Ramos/Memoker","","","","","","","",""
"Subject-13/Slice-of-Soul","0.649143815041","0.978204548359","0.922946333885","0.416381120682","0.00610339781269","0.211621373892","1","0.29166666666666674"
"The-Pazant-Brothers/Chick-A-Boom","0.749263167381","0.761683821678","0.0494791045785","0.0788532197475","0.306201070547","0.00919589679688","",""
"Morgan-Wallen/Last-Night","","","","","","","0","0.15000000000000002"
"Alan-Walker/Faded","0.186283633113","0.999758660793","0.633002817631","0.458357155323","0.346321582794","0.0184120405465","",""
"PinkPantheress/Boy%E2%80%99s-a-Liar-Pt.-2","","","","","","","1","0.15000000000000002"
"Ivan-Gough/In-My-Mind","0.943090975285","0.999999880791","0.400639772415","0.139456883073","0.777525544167","0.594122409821","1","0.15000000000000002"
"Chris-Brown/Under-the-Influence","","","","","","","0","0.15000000000000002"
"Mau-P/Drugs-From-Amsterdam","","","","","","","",""
"Black-Moon/Black-Smif-n-Wessun","0.615716636181","0.881201028824","0.861002326012","0.159525707364","0.00283900275826","0.0943714156747","1","0.15000000000000002"
"Kniteforce-Records/50-Breakbeats-(160-BPM)","","","","","","","0","0.17730303030303032"
"Ayla/Ayla-(Taucher-Remix)","0.164967685938","0.856483995914","0.88756364584","0.360263645649","0.203130155802","0.307603538036","",""
"Gepe/Bailar-Bien,-Bailar-Mal","0.668502569199","0.993357360363","0.872838914394","0.5","0.886771082878","0.198715701699","0","0.17125"
"Aretha-Franklin/Soul-Serenade","0.0562943518162","0.189768582582","0.76016664505","0.618358671665","0.98676866293","0.821920931339","2","0.15000000000000002"
"SODA-LUV/%D0%9D%D0%9E-%D0%9D%D0%95-%D0%AF","","","","","","","0","0.29104687500000004"
"McMaNGOS/Martin-Garrix-Funnymals","","","","","","","",""
"N.O.R.E./Built-Pyramids","","","","","","","0","0.3685530303030303"
"Grandmaster-Flash/Superappin%27","0.579477906227","0.893822789192","0.67890971899","0.348280966282","0.868518412113","0.328564018011","",""
"The-Hood-Internet/2002","","","","","","","0","1.5036542132161461"
"Dappy/Animals","","","","","","","",""
"Jac-Holzman/Car-Skid-and-Crash","","","","","","","65","0.15000000000000002"
"Central-Cee/One-by-One","","","","","","","",""
"Ra%C3%AD-Saia-Rodada/Tap%C3%A3o-Na-Raba","","","","","","","0","0.2775"
"Jac-Holzman/Fire-Engine-Passes-With-Bell-Clanging","","","","","","","47","0.15000000000000002"
"Taylor-Swift/Lavender-Haze","","","","","","","0","0.15000000000000002"
"Dante-Rose/Roses","","","","","","","",""
"Odd-Mob/Losing-It-(Odd-Mob-Evil-Edit)","","","","","","","",""
"Stelvio-Cipriani/Mary%27s-Theme","0.107157386839","0.0930430591106","0.87101572752","0.967792451382","0.215111002326","0.929700195789","10","0.15000000000000002"
"Knxwledge/Mydesire%5Bfortwin%5D%5Bvanuys%5D","0.0568906217813","0.999998688698","0.809938371181","0.248951524496","0.26751357317","0.0101390676573","0","0.29166666666666674"
"Yellow-Tape-Boyz/Yellow-Tape-Boyz-Cypher","","","","","","","",""
"GilvaSunner/Mashup-Heaven-Soundclown-10","","","","","","","0","0.15000000000000002"
"Major-Lazer/Lean-On","0.84898430109","0.998309314251","0.711392343044","0.60654771328","0.21958565712","9.89081217995E-6","3","0.15000000000000002"
"David-Guetta/I%27m-Good-(Blue)","","","","","","","0","0.17125"
"Supertramp/The-Logical-Song","0.224872335792","0.372533470392","0.812584280968","0.271812051535","0.653971195221","0.95831823349","0","0.15000000000000002"
"Svdden-Death/Losing-It-Edit","","","","","","","",""
"Chick-Corea/Crystal-Silence","0.00138057488948","0.00287376018241","0.975660860538","0.676258981228","0.533991754055","0.585444748402","2","0.15000000000000002"
"KMD/Gasface-Refill","0.679696679115","0.891660928726","0.532091319561","0.384304940701","0.731754720211","0.988448500633","0","0.15000000000000002"
"ScreenTeam/Pokemon-Medley-Theme","","","","","","","",""
"La-Hasba22/New-Balance","","","","","","","",""
"DJ-Earworm/United-State-of-Pop-2013-(Living-the-Fantasy)","0.439949542284","0.984369516373","0.929561018944","0.310882091522","0.701228201389","0.0521683841944","",""
"Ice-T/Dog%27n-the-Wax","","","","","","","1","0.15000000000000002"
"Eric-B.-%26-Rakim/You-Don%27t-Fool-Me","","","","","","","0","0.15000000000000002"
"Quebonafide/Euforia-(Elektryka)","","","","","","","0","0.17125"
"Anthem-Lights/Wake-Me-UpHey,-Brother","0.210962429643","0.631500780582","0.911627471447","0.7743729949","0.997376739979","0.73486071825","0","0.17125"
"Alice-Deejay/Better-Off-Alone","0.873758614063","0.999780595303","0.182550221682","0.285835325718","0.853498876095","0.917643070221","16","0.15000000000000002"
"Maribou-State/Beginner%27s-Luck","0.0542580261827","0.24687936902","0.872563898563","0.654314279556","0.158947378397","0.963306725025","0","0.21375000000000002"
"Jobriath/I%27maman","0.586812257767","0.154493197799","0.34645229578","0.363511621952","0.681736707687","0.919403374195","1","0.15000000000000002"
"DJ-Purpberry/Creepin-(Chopped-%26-Screwed)","","","","","","","0","0.28524107142857147"
"Lonnie-Smith/Spinning-Wheel","0.444449871778","0.607118904591","0.934452831745","0.34756436944","0.860959470272","0.473409920931","15","0.15000000000000002"
"Traditional-Folk/Old-MacDonald-Had-a-Farm","","","","","","","",""
"Sleazy-Stereo/Boys-a-Liar-Pt-2-(Sleazy-Stereo-Dancehall-Remix)","","","","","","","",""
"LSTRVR/1amATMrun430s","","","","","","","0","0.15000000000000002"
"Angemi/SOS-(Angemi-2013-Remix)","","","","","","","",""
"Goshfather/Boys-a-Liar-Pt.-2-(Goshfather-X-Papaki-Remix)","","","","","","","",""
"Farbwall/Faded","","","","","","","",""
"Leony/By-Your-Side-(In-My-Mind)","","","","","","","",""
"The-Headhunters/God-Make-Me-Funky","0.29435968399","0.460501551628","0.388156324625","0.417710125446","0.178164705634","0.049478482455","16","0.15000000000000002"
"Eiffel-65/Blue-(Da-Ba-Dee)-(DJ-Ponte-Ice-Pop-Mix)","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.230726540089","0.0683498680592","4.93057825679E-8","9","0.15000000000000002"
"Mattel/Football-(Electronic-Handheld-Game)","","","","","","","",""
"Doctor-DRRR/Your-Drug-Prescription","","","","","","","0","0.2775"
"DJs-From-Mars/Unholy-Drugs-From-Amsterdam","","","","","","","0","0.15000000000000002"
"Brilliant-Dada%C5%9Fova/Bayat%C4%B1lar","","","","","","","6","0.15000000000000002"
"Samra/Wenn-Du-Mich-Siehst","","","","","","","",""
"Notti-Osama/41k","","","","","","","",""
"Madlib/Mind-Touch","","","","","","","1","0.41916666666666674"
"Leroy/Fuuuuck-We-Were-Supposed-to-Wear-Argyle","","","","","","","0","0.15000000000000002"
"iOS-Ringtone-Collective/I-Desperately-Need-Friends-Ringtone","","","","","","","0","0.15000000000000002"
"Nessbeal/La-Salade-(Amnesia)","","","","","","","0","0.17550000000000002"
"Travis-Scott/Through-the-Late-Night","0.321808218956","0.951932728291","0.9348487854","0.582043707371","0.746493935585","0.0824337676167","0","0.17550000000000002"
"NIKITO/Underground","","","","","","","0","0.35230441087664166"
"DJs-From-Mars/Work-Hard-Like-Teen-Animals","","","","","","","",""
"Raekwon/Incarcerated-Scarfaces","0.880770683289","0.997539043427","0.107052966952","0.054032087326","0.088415466249","0.0183940473944","0","0.16159090909090912"
"Cr7z/Krankes-Biz","","","","","","","0","0.3425132320075758"
"Trey-Songz/Day-%27N%27-Nite","","","","","","","0","0.17550000000000002"
"Mike-Tompkins/StyleLean-On","","","","","","","",""
"Pitbull/Day-%26-Night","","","","","","","0","0.15000000000000002"
"GPF/Feeling-Blue","","","","","","","",""
"Why-So-Sad/Out-of-Time","","","","","","","",""
"Fard/Plomo-O-Plata","","","","","","","0","0.15000000000000002"
"Drenchill/Never-Never","0.475592434406","0.999999046326","0.283116817474","0.171181797981","0.692387461662","0.022004308179","",""
"Dimitri-Vegas-%26-Like-Mike/Feel-Your-Love","","","","","","","",""
"Quebonafide/Czesz%C4%99-Umys%C5%82","","","","","","","0","0.19250000000000003"
"L.E.J./Summer-2015","","","","","","","",""
"Charles-Hamilton/Maxim-for-Women","","","","","","","0","0.19250000000000003"
"N-Dubz/Scream-My-Name","0.479642093182","0.999886333942","0.335859596729","0.144577562809","0.734641492367","0.0891332700849","0","0.15000000000000002"
"Ava/T%C3%8ATE","","","","","","","",""
"DJs-From-Mars/Hold-That-Miracle-Feeling-Down","","","","","","","",""
"Sylvan-LaCue/Best-Me","","","","","","","",""
"Gingus/Dismantle-Your-MIND,-BODY-and-SOUL...","","","","","","","",""
"Ashkan/L%27alarme-Di-Discotequa","","","","","","","0","0.15000000000000002"
"Monica-Salmaso/Bayati","","","","","","","0","0.15000000000000002"
"DJ-Laz/Move-Shake-Drop-(Remix)","0.928320586681","0.999946415424","0.114722497761","0.199323013425","0.265165537596","0.0102946730331","0","0.16821428571428573"
"Luciano-(German-Rapper)/Late-Night","","","","","","","",""
"Don-Diablo/Day-%26-Nite","","","","","","","",""
"Titus-Jones/Lean-Back-on-a-Cholo","0.943571090698","0.999577701092","0.0622065663338","0.160071521997","0.275885820389","6.72076066621E-6","0","0.19250000000000003"
"Gusttavo-Lima/Gatinha-Assanhada-(Ao-Vivo)","","","","","","","0","0.15000000000000002"
"Brazilian-Girls/Don%27t-Stop","0.350400745869","0.977249383926","0.688329935074","0.127970814705","0.127873316407","0.0246753655374","0","0.2775"
"Ludacris/Ultimate-Satisfaction","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.108551762998","0.00104013609234","8.45540307637E-6","0","0.16821428571428573"
"Aretuza-Lovi/T%C3%B4-Na-Balada","","","","","","","0","0.15000000000000002"
"Makala-(Swiss-Rapper)/King-Pistol","","","","","","","0","0.16821428571428573"
"Cherish/Do-It-to-It","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.108542360365","0.038600679487","4.10359007219E-6","3","0.2775"
"Sterbinszky/Satisfaction-(Sterbinszky-Remix)","","","","","","","",""
"Luca-J/Domani-No","","","","","","","0","0.15000000000000002"
"Dada-Life/Just-Bleep-Me-(Satisfaction)","0.972924947739","0.999999880791","0.168800368905","0.139043807983","0.0120519874617","0.00392172299325","",""
"George-Duke/Feel","0.0474765859544","0.5","0.985281765461","0.403198033571","0.720789194107","0.545271337032","2","0.15000000000000002"
"Blueberry/STEREO-BRAZIL","","","","","","","",""
"Vinylshakerz/One-Night-in-Bangkok","0.386115193367","0.999999582767","0.757881760597","0.136693224311","0.441632658243","0.0352161303163","0","0.16821428571428573"
"Moruf/Her","","","","","","","0","0.5062916666666667"
"Paul-Horn/The-Mahabhutas-(Elements)","0.0591106787324","0.0296790730208","0.94533520937","0.352211236954","0.425016641617","0.00486623495817","2","0.15000000000000002"
"%22Weird-Al%22-Yankovic/Polka-Face","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.219621062279","8.89287737664E-4","0.00268486980349","0","0.17550000000000002"
"DJs-From-Mars/The-History-of-Electronic-Dance-Music","","","","","","","",""
"DJs-From-Mars/Faded-Cheap-Thrills","","","","","","","",""
"Drillionaire/Fashion","","","","","","","0","0.16821428571428573"
"The-Orb/Perpetual-Dawn-(Ultrabass-2)","0.349299579859","0.999938964844","0.732356786728","0.219911530614","0.4545994699","0.24631498754","0","0.15000000000000002"
"Ken-Lazarus/So-Good-Together","","","","","","","15","0.15000000000000002"
"Parasonic/Pushme","","","","","","","0","0.16821428571428573"
"Machine-Girl/She-Can-Now","","","","","","","0","0.2008653328525276"
"Nat-King-Cole/Mona-Lisa","0.040875069797","0.0773829519749","0.82936835289","0.743088722229","0.801228761673","0.796562254429","8","0.15000000000000002"
"Dillinja/Deep-Love-(Remix)","0.98369795084","0.999999880791","0.868239283562","0.173428937793","0.00426975823939","0.0317585729063","0","0.17730303030303032"
"SZA/Kill-Bill","","","","","","","1","0.15000000000000002"
"Adamusic/2022-Renaissance","","","","","","","",""
"Brett-Domino/Ministry-of-Sound-Medley","","","","","","","0","0.16821428571428573"
"JPEGMAFIA/STARRCADE-97","","","","","","","",""
"Jimmy-McGriff/The-Worm","0.473883330822","0.516380667686","0.951178014278","0.168943330646","0.990478754044","0.0292341262102","14","0.15000000000000002"
"Haunt/Boom-Clappp-the-Sound-of-My-Uhh","","","","","","","0","0.15000000000000002"
"Yedgar/So-Lost","","","","","","","0","0.15000000000000002"
"Andrew-Luce/Day-%27N%27-Nite-(Andrew-Luce-Remix)","","","","","","","",""
"D-Block-Europe/Ferrari-Horses","","","","","","","0","0.15000000000000002"
"Ayesha-Erotica/Drugs","","","","","","","",""
"Carlo-Iacobelli/Somewhere","","","","","","","",""
"Zedd/Squid-Game-%26-Do-It-to-It-(Zedd-Edit)","","","","","","","",""
"Noff/Piece-of-Your-Heart-(Remix)","","","","","","","",""
"MatrixMarioX/So-Wake-Me-Up-When-This-Lap%27s-Over","0.981388866901","0.127774104476","0.101989939809","0.116566859186","0.979714691639","0.558508634567","0","0.17125"
"DJs-From-Mars/Do-It-to-It-vs-Aciiid","","","","","","","",""
"Channel-Live/Mad-Izm","0.934627950191","0.99974834919","0.27664399147","0.398782074451","0.995376467705","0.0945745185018","8","0.4707004464285715"
"Olivia-Rodrigo/Vampire","","","","","","","1","0.15000000000000002"
"Curren$y/Vintage-Luxury","","","","","","","0","0.16416666666666668"
"Fat-Boys/Jail-House-Rap","0.852613210678","0.994441866875","0.0126411430538","0.289749950171","0.677161097527","0.345171898603","1","0.15000000000000002"
"Tree-Palm/Mix-Mix-Mix","","","","","","","",""
"EARTHGANG/Wednesday","","","","","","","0","0.2066666666666667"
"LL-Cool-J/Back-Seat-(Of-My-Jeep)","","","","","","","0","0.16159090909090912"
"Dem-Franchize-Boyz/Lean-Wit-It,-Rock-Wit-It","1.57784197654E-5","0.999999880791","0.808817088604","0.581975340843","7.384683704E-4","1.16272374839E-7","4","0.15000000000000002"
"MF-DOOM/Hey!","0.0786571651697","0.640789330006","0.540066659451","0.5","0.147001475096","0.0659000352025","0","0.20089880952380956"
"Beyonc%C3%A9/CUFF-IT","","","","","","","1","0.16275000000000003"
"Milkman-(Producer-Mashup-Artist)/Want-It-All","","","","","","","0","0.22862500000000002"
"Goodie-Mob/Goodie-Bag","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.0647708773613","0.00488305045292","2.38725010604E-6","0","0.20089880952380956"
"Method-Man/I%27ll-Be-There-for-You-You%27re-All-I-Need-to-Get-by-(Puff-Daddy-Mix)","0.406917959452","0.707875847816","0.912401437759","0.375975936651","0.861439347267","0.443826705217","",""
"Mobb-Deep/Win-or-Lose","4.01259108912E-4","0.761936843395","0.808812260628","0.109766036272","0.00714390864596","4.05055561714E-6","1","0.15000000000000002"
"Edot-Baby/Where-Are-You-Now","","","","","","","",""
"Lixelated/Bet-He-Blowin-Ha-Back-Thinkin-Bout-Me-Cuz-He-Kno-Dat-Its-Phat","","","","","","","0","0.2775"
"Chris-Travis/Let-Me-Fuck","","","","","","","0","0.22862500000000002"
"Monica/Like-This-and-Like-That","0.592259585857","0.996103525162","0.388642758131","0.460110098124","0.885902106762","0.086900934577","0","0.20089880952380956"
"Propellerheads/360%C2%B0-(Oh-Yeah%3F)","0.695732712746","0.996029376984","0.654157876968","0.315925985575","0.0315887518227","0.00615811394528","0","0.20089880952380956"
"CoffeeDude/Despacito-II","","","","","","","0","0.17125"
"Cash-Money-%26-Marvelous/Ugly-People-Be-Quiet","","","","","","","20","0.40807131493506504"
"The-Bellas/Riff-Off","0.35066267848","0.985726237297","0.872286081314","0.468531489372","0.910445451736","0.110672362149","0","0.17125"
"%22Weird-Al%22-Yankovic/Polkamania!","","","","","","","",""
"DJs-From-Mars/Best-Songs-of-2018-Rewind-Megamashup","","","","","","","",""
"Amber-Lynn-Stoppel/19-Song-Mashup-(2013-Summer-Pop-Medley)","","","","","","","",""
"Alessandro-Safina/Luna","0.0358821935952","0.879382967949","0.782325327396","0.46607863903","0.3346106112","0.835720062256","0","0.21375000000000002"
"Main-Source/Large-Professor","0.549316704273","0.962117433548","0.414439201355","0.243413731456","0.283510863781","0.109605878592","0","0.21375000000000002"
"Kid-Frost/La-Raza-(Cantina-Mix)","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.0888900011778","0.0106129720807","0.00712590944022","1","0.15000000000000002"
"David-Guetta/Titanium","0.829639732838","0.991195559502","0.0464731901884","0.20972417295","0.349327772856","0.0029375043232","7","0.15000000000000002"
"Mr-Mike/Play-the-Cards-I-Was-Given","","","","","","","0","0.2253537878787879"
"Da-Bush-Babees/The-Love-Song","0.893482923508","0.96152806282","0.815765857697","0.274823904037","0.986690700054","0.210058435798","0","0.20089880952380956"
"MOONLGHT/Prada","","","","","","","",""
"Sensei-D./Fall-on-Me","","","","","","","",""
"Busta-Rhymes/LUXURY-LIFE","","","","","","","0","0.3169663411458334"
"Southstar/Miss-You","","","","","","","",""
"Lord-Finesse/Hip-2-Da-Game","0.829325854778","0.98697668314","0.571749746799","0.0812232792377","0.961234509945","0.186069667339","0","0.1851784090909091"
"Johnny-Hammond/Big-Sur-Suite","0.0231274645776","0.0748167559505","0.987624228001","0.365334481001","0.9963580966","0.964645206928","1","0.15000000000000002"
"Aitana/AQYNE","","","","","","","0","0.15000000000000002"
"Lil%27-Vicious/Life-of-a-Shortie","","","","","","","0","0.20089880952380956"
"Usher/Think-of-You-(Bad-Boy-Remix)","1.57784197654E-5","3.00000096379E-14","0.808817088604","0.116234615445","0.0164305977523","0.00432568136603","0","0.20089880952380956"
"Ava-Max/Million-Dollar-Baby","","","","","","","0","0.22210390625"
"Yuu-Miyake/Bryan-Fury-All-Intros-%26-Win-Poses","","","","","","","0","0.15000000000000002"
"Rihanna/Lift-Me-Up","","","","","","","0","0.15000000000000002"
"Deefrmdapote/Kill-Bill","","","","","","","0","0.2775"
"Big-Thief/Objects","0.675199747086","0.5","0.926010191441","0.444515317678","0.637051105499","0.0119982101023","0","0.15000000000000002"
"Kunihiko-Yasui/Capcom-vs.-SNK-2-Iori-Yagami-Voicelines","","","","","","","",""
"Kate-Bush/Running-Up-That-Hill","0.598646223545","0.0209885165095","0.649163961411","0.281699717045","0.645230591297","0.787532269955","7","0.15000000000000002"
"DJ-Gotta/Kill-Bill-(EDM-Remix)","","","","","","","",""
"Lefar/Top","","","","","","","",""
"Mi2ary/Kill-Bill","","","","","","","",""
"DJs-From-Mars/Ferrari-vs-9PM-vs-Move-Your-Body","","","","","","","",""
"Tate-McRae/She%27s-All-I-Wanna-Be","0.614724159241","0.99984228611","0.644683718681","0.458426147699","0.941784918308","0.418003797531","0","0.15000000000000002"
"Taylor-Swift/Anti-Hero","","","","","","","0","0.15000000000000002"
"Elton-John/Hold-Me-Closer","0.647528707981","0.966933131218","0.124247789383","0.193567454815","0.850779235363","0.667552471161","0","0.46875000000000006"
"Alryk/Warp","","","","","","","0","0.16821428571428573"
"Matthew-Dear/Hands-Up-for-Detroit","","","","","","","",""
"Bob-James/Nautilus","0.123401343822","0.945515632629","0.163061931729","0.56959682703","0.850936472416","0.94751483202","9","0.15000000000000002"
"Traditional-Folk/Sticks-and-Stones","","","","","","","",""
"The-Whole-Darn-Family/Seven-Minutes-of-Funk","0.0423082336783","0.0509196594357","0.980888843536","0.539457380772","0.898223519325","0.904260635376","72","0.15000000000000002"
"Oliver-Tree/Jerk","0.639017164707","0.834703624249","0.588267326355","0.130479037762","0.450123876333","0.377038091421","2","0.15000000000000002"
"Dirtyphonics/Warp-(Dirtyphonics-Remix)","","","","","","","",""
"Lizzo/About-Damn-Time","0.45814755559","0.998810529709","0.268589287996","0.112443767488","0.73767131567","0.0711515694857","0","0.1658253165584416"
"Labrinth/I%27m-Tired","0.103022202849","0.246288597584","0.974201440811","0.828976273537","0.677286446095","0.0598194971681","0","0.15000000000000002"
"Four-Tops/Ain%27t-No-Woman-(Like-the-One-I%27ve-Got)","0.842486441135","0.0162083748728","0.802224874496","0.557392060757","0.563450932503","0.791282236576","15","0.15000000000000002"
"Gourski/Miss-You-(Gourski-Flip)","","","","","","","",""
"Slander/Warning","0.465648293495","0.999999880791","0.755404829979","0.0479294769466","0.00314586353488","0.0338650792837","0","0.16821428571428573"
"MARA-%26-VELA/Trag-Mich","","","","","","","",""
"Doctor-DRRR/The-Doctor-Is-In","","","","","","","0","0.16821428571428573"
"G-Jones/Collision-Course","0.895533204079","0.999907016754","0.163739591837","0.0410198457539","0.00173377071042","1.81058385351E-5","0","0.16821428571428573"
"Jac-Holzman/City-Catastrophe","","","","","","","23","0.15000000000000002"
"Super-Mash-Bros./Rush-Hour-Is-All-Hours-(405)","0.568030297756","0.999964118004","0.076704852283","0.0795861184597","0.541846632957","0.5","0","0.16821428571428573"
"Wavedash/INTO-YOU","","","","","","","0","0.16821428571428573"
"Teena-Marie/Ooo-La-La-La","0.0789391100407","0.872735738754","0.718472480774","0.528723418713","0.994209051132","0.80774050951","31","0.15000000000000002"
"Luke-Combs/Fast-Car","","","","","","","0","0.15000000000000002"
"Sarapura/Dance-the-Night-(Sarapura-Remix)","","","","","","","",""
"Valesca-Popozuda/Shortinho","","","","","","","",""
"Madonna/Music-2008","0.862313747406","0.997279167175","0.263592511415","0.15572719276","0.115694604814","0.118440054357","0","0.15000000000000002"
"Jojo-Pellegrino/Machine-Gun","","","","","","","0","0.16821428571428573"
"Barbara-Ann-Teer/Black-Theater","","","","","","","2","0.15000000000000002"
"Butterfly-Boy/Can%27t-Stop-the-Beat","","","","","","","0","0.7237500000000001"
"DJ-Earworm/Bulletproof-Titanium","0.00986401736736","0.988601446152","0.803811311722","0.157642662525","0.367365658283","0.0627347007394","0","0.16821428571428573"
"MORTEN/Night-in-Detroit","","","","","","","",""
"Danube-Dance/Unique","","","","","","","",""
"Dirty-Vyach/Sick-%26-Tired","","","","","","","0","0.3979166666666667"
"Milkman-(Producer-Mashup-Artist)/Every-Night","","","","","","","0","0.16821428571428573"
"Kid-Cudi/At-THE-PARTY","","","","","","","0","0.17550000000000002"
"The-Piano-Guys/Titanium-Pavane","0.101139806211","0.556643724442","0.980781078339","0.375142246485","0.907574176788","0.435941040516","0","0.16821428571428573"
"Guille-Placencia/Go-Girl-(Original-Mix)","","","","","","","",""
"Bornstar-DJ/Cuff-It","","","","","","","",""
"MC-Neguinho-Do-Kaxeta/A-Firma-T%C3%A1-a-Mil","","","","","","","",""
"iComplexity/Emotional-Cuffing","","","","","","","0","0.304275"
"Off-the-Beat/Elastic-Heart","","","","","","","0","0.16821428571428573"
"DMNDS/Put-Your-Hands-Up-4-Detroit","","","","","","","",""
"Matt-Sassari/Our-Lovely-City-(Hands-Up-for-Detroit)","","","","","","","",""
"Fedde-Le-Grand/Back-%26-Forth","0.921480059624","0.999995529652","0.493581533432","0.118418723345","0.5","2.22185434495E-7","0","0.15000000000000002"
"Logan-Hugueny-Clark-2/Mortal-Kombat-X-the-Musical","","","","","","","",""
"Milkman-(Producer-Mashup-Artist)/Can%27t-Stop","","","","","","","0","0.4408576041666667"
"Xul/Titanium","","","","","","","0","0.16821428571428573"
"Koopa/Vanadium","","","","","","","0","0.16821428571428573"
"Eric-Thayne/Titanium-Starships","","","","","","","0","0.16821428571428573"
"Siedah-Garrett/K.I.S.S.I.N.G.","0.445259183645","0.975318849087","0.653530538082","0.257871180773","0.358564227819","0.505998790264","13","0.15000000000000002"
"Mood-II-Swing/Do-It-Your-Way","0.971662342548","0.999928534031","0.433859378099","0.333990782499","0.383656233549","0.0057535408996","",""
"Tim-Deluxe/Jas","0.992364764214","0.999999701977","0.522174179554","0.167737796903","0.836177229881","2.36596420677E-7","0","0.34125000000000005"
"Troye-Sivan/Got-Me-Started","","","","","","","0","0.17125"
"ZWE1HVNDXR/LOVELY-BASTARDS","","","","","","","",""
"JPEGMAFIA/Garbage-Pale-Kids","","","","","","","0","0.15000000000000002"
"Drake/8AM-in-Charlotte","","","","","","","0","0.15000000000000002"
"Drake/IDGAF","","","","","","","0","0.24832109375000005"
"Drake/Virginia-Beach","","","","","","","0","0.15000000000000002"
"Lil-Uzi-Vert/Endless-Fashion","","","","","","","0","0.17125"
"Bag-Raiders/Shooting-Stars","0.755144655704","0.906826138496","0.175448581576","0.332513153553","0.954771518707","0.136217132211","9","0.15000000000000002"
